	2017-09-16	12:20:25	40	37	2	1
	2017-09-16	12:20:28	41	34	2	2,3
	2017-09-16	12:20:32	42	32	2	3
	2017-09-16	12:20:34	46	35	2	1,1
	2017-09-16	12:20:44	31	38	2	9,6
	2017-09-16	12:21:04	28	41	2	19,6
	2017-09-16	12:21:05	40	40	2	1,1
	2017-09-16	12:21:07	37	40	2	1,3
	2017-09-16	12:21:11	34	41	2	3,7
	2017-09-16	12:21:16	33	43	2	5
	2017-09-16	12:21:48	41	40	2	25,5
	2017-09-16	12:21:50	35	36	2	1,8
	2017-09-16	12:21:52	35	40	2	1,3
	2017-09-16	12:21:55	36	35	2	2,8
	2017-09-16	12:23:10	40	30	2	25,5
	2017-09-16	12:23:12	39	28	2	1,2
	2017-09-16	12:23:16	38	31	2	3,4
	2017-09-16	12:23:18	32	38	2	1,4
	2017-09-16	12:24:11	41	26	2	25,5
	2017-09-16	12:24:12	37	29	2	0,9
	2017-09-16	12:24:13	35	31	2	0,8
	2017-09-16	12:24:16	36	33	2	1,7
	2017-09-16	12:24:18	32	38	2	1,6
	2017-09-16	12:24:23	28	35	2	4,4
	2017-09-16	12:24:25	36	37	2	1,7
	2017-09-16	12:24:26	22	38	2	1,1
	2017-09-16	12:24:55	45	38	2	25,5
	2017-09-16	12:24:58	32	42	2	1,9
	2017-09-16	12:25:00	35	55	2	1,8
	2017-09-16	12:25:02	36	39	2	2,3
	2017-09-16	12:25:18	36	37	2	15,3
	2017-09-16	12:25:18	16	38	1	0,2
	2017-09-16	12:25:43	35	33	2	24,3
	2017-09-16	12:25:51	36	30	2	6,9
	2017-09-16	12:25:56	40	43	2	4,2
	2017-09-16	12:26:27	39	26	2	25,5
	2017-09-16	12:26:34	32	35	2	6,9
	2017-09-16	12:27:10	49	40	2	25,5
	2017-09-16	12:27:12	39	35	2	1,7
	2017-09-16	12:27:15	43	34	2	2,4
	2017-09-16	12:27:17	31	32	2	1,8
	2017-09-16	12:27:18	11	31	1	0,2
	2017-09-16	12:27:19	32	35	2	0,8
	2017-09-16	12:27:28	36	40	2	9
	2017-09-16	12:28:00	38	40	2	25,5
	2017-09-16	12:28:03	40	36	2	2,3
	2017-09-16	12:28:08	34	42	2	4,4
	2017-09-16	12:28:40	58	29	2	25,5
	2017-09-16	12:28:42	39	31	2	0,7
	2017-09-16	12:28:44	39	31	2	1,4
	2017-09-16	12:29:16	45	36	2	25,5
	2017-09-16	12:29:20	43	32	2	3,9
	2017-09-16	12:29:51	38	32	2	25,5
	2017-09-16	12:29:53	37	36	2	1,4
	2017-09-16	12:29:55	38	33	2	1,8
	2017-09-16	12:29:59	31	47	2	3,2
	2017-09-16	12:30:32	33	37	2	25,5
	2017-09-16	12:30:36	38	34	2	3,4
	2017-09-16	12:30:37	37	35	2	0,6
	2017-09-16	12:30:45	44	32	2	7,3
	2017-09-16	12:31:12	42	37	2	25,5
	2017-09-16	12:31:14	37	45	2	1,4
	2017-09-16	12:31:19	43	38	2	4,2
	2017-09-16	12:31:23	47	39	2	3,4
	2017-09-16	12:31:27	34	41	2	3,4
	2017-09-16	12:31:29	25	37	2	2,4
	2017-09-16	12:31:57	30	40	2	25,5
	2017-09-16	12:33:19	23	11	2	25,5
	2017-09-16	12:33:35	30	37	2	16
	2017-09-16	12:33:38	36	35	2	2
	2017-09-16	12:33:41	44	32	2	2,5
	2017-09-16	12:33:43	35	31	2	1
	2017-09-16	12:33:47	47	35	2	3,3
	2017-09-16	12:34:21	39	44	2	25,5
	2017-09-16	12:34:25	49	35	2	3,3
	2017-09-16	12:34:59	41	28	2	25,5
	2017-09-16	12:35:00	32	30	2	1
	2017-09-16	12:35:02	36	31	2	0,8
	2017-09-16	12:35:03	38	29	2	1,2
	2017-09-16	12:35:06	38	27	2	1,7
	2017-09-16	12:36:04	35	33	2	25,5
	2017-09-16	12:36:12	38	42	2	6,9
	2017-09-16	12:36:15	36	39	2	2,3
	2017-09-16	12:36:16	33	40	2	1,1
	2017-09-16	12:36:18	34	38	2	1,6
	2017-09-16	12:36:46	31	36	2	25,5
	2017-09-16	12:36:49	42	31	2	2,3
	2017-09-16	12:36:55	41	33	2	5
	2017-09-16	12:36:58	44	32	2	2,4
	2017-09-16	12:37:01	34	35	2	2,3
	2017-09-16	12:37:37	43	28	2	25,5
	2017-09-16	12:38:17	36	35	2	25,5
	2017-09-16	12:38:20	46	36	2	2,2
	2017-09-16	12:38:21	37	37	2	0,4
	2017-09-16	12:38:28	32	41	2	6,4
	2017-09-16	12:38:30	38	40	2	1,6
	2017-09-16	12:39:07	41	41	2	25,5
	2017-09-16	12:39:10	44	30	2	2,5
	2017-09-16	12:40:01	39	35	2	25,5
	2017-09-16	12:40:06	38	32	2	4,8
	2017-09-16	12:40:08	38	32	2	1,4
	2017-09-16	12:40:57	43	48	2	25,5
	2017-09-16	12:41:48	19	5	1	25,5
	2017-09-16	12:41:49	36	35	2	0,5
	2017-09-16	12:41:51	38	39	2	1,4
	2017-09-16	12:41:53	36	36	2	2,1
	2017-09-16	12:41:55	36	34	2	1,5
	2017-09-16	12:41:57	27	38	2	1,2
	2017-09-16	12:42:29	42	41	2	25,5
	2017-09-16	12:42:31	42	40	2	1,1
	2017-09-16	12:43:06	30	37	2	25,5
	2017-09-16	12:43:09	61	33	3	2,5
	2017-09-16	12:43:12	38	35	2	2
	2017-09-16	12:43:20	38	43	2	7,1
	2017-09-16	12:43:24	39	31	2	4,3
	2017-09-16	12:43:53	39	42	2	25,5
	2017-09-16	12:44:31	48	36	2	25,5
	2017-09-16	12:44:34	36	48	2	2,1
	2017-09-16	12:44:39	37	34	2	4,2
	2017-09-16	12:45:12	42	32	2	25,5
	2017-09-16	12:45:13	41	35	2	1
	2017-09-16	12:45:15	34	36	2	0,9
	2017-09-16	12:45:17	31	34	2	2,4
	2017-09-16	12:45:20	41	37	2	2,2
	2017-09-16	12:45:24	43	36	2	3,5
	2017-09-16	12:46:00	37	38	2	25,5
	2017-09-16	12:46:37	100	31	3	5,2
	2017-09-16	12:46:41	50	41	2	3,1
	2017-09-16	12:46:43	41	38	2	1
	2017-09-16	12:47:18	29	35	2	25,5
	2017-09-16	12:47:25	41	45	2	7
	2017-09-16	12:47:29	28	40	2	2,9
	2017-09-16	12:47:29	12	40	1	0,2
	2017-09-16	12:48:01	38	36	2	25,5
	2017-09-16	12:48:34	18	32	1	25,5
	2017-09-16	12:49:08	36	31	2	25,5
	2017-09-16	12:49:12	37	31	2	3
	2017-09-16	12:49:13	34	32	2	0,4
	2017-09-16	12:49:14	41	35	2	0,6
	2017-09-16	12:49:16	49	37	2	1,1
	2017-09-16	12:49:18	29	33	2	1,4
	2017-09-16	12:49:50	42	42	2	25,5
	2017-09-16	12:49:53	40	43	2	2,3
	2017-09-16	12:50:43	51	41	2	25,5
	2017-09-16	12:50:46	41	38	2	1,9
	2017-09-16	12:51:28	35	32	2	25,5
	2017-09-16	12:51:31	38	41	2	2,7
	2017-09-16	12:51:38	31	52	2	6,8
	2017-09-16	12:52:02	32	49	2	23,6
	2017-09-16	12:52:06	39	38	2	3,1
	2017-09-16	12:52:09	40	35	2	2,6
	2017-09-16	12:52:17	36	36	2	7,7
	2017-09-16	12:52:23	43	37	2	5,3
	2017-09-16	12:52:26	38	33	2	2
	2017-09-16	12:52:54	34	42	2	25,5
	2017-09-16	12:53:00	37	32	2	5,9
	2017-09-16	12:53:03	39	33	2	1,9
	2017-09-16	12:53:04	42	35	2	0,6
	2017-09-16	12:53:06	38	35	2	1,1
	2017-09-16	12:53:44	42	44	2	25,5
	2017-09-16	12:53:50	42	26	2	5
	2017-09-16	12:54:21	37	40	2	25,5
	2017-09-16	12:54:24	44	39	2	1,7
	2017-09-16	12:54:27	46	37	2	3
	2017-09-16	12:54:30	16	33	1	2,7
	2017-09-16	12:54:33	33	37	2	2,1
	2017-09-16	12:54:35	44	36	2	1,3
	2017-09-16	12:54:38	45	38	2	2,4
	2017-09-16	12:54:44	41	34	2	6
	2017-09-16	12:55:08	39	36	2	23,2
	2017-09-16	12:55:11	37	36	2	2,2
	2017-09-16	12:55:12	43	38	2	0,6
	2017-09-16	12:55:15	41	36	2	2,1
	2017-09-16	12:55:17	41	38	2	1,8
	2017-09-16	12:55:19	41	34	2	1,4
	2017-09-16	12:55:20	34	34	2	0,4
	2017-09-16	12:55:52	40	37	2	25,5
	2017-09-16	12:55:54	39	40	2	1,6
	2017-09-16	12:55:56	44	35	2	1,9
	2017-09-16	12:55:59	29	31	2	2,1
	2017-09-16	12:56:36	38	43	2	25,5
	2017-09-16	12:56:42	41	39	2	5,7
	2017-09-16	12:56:43	38	42	2	0,5
	2017-09-16	12:57:19	26	32	2	25,5
	2017-09-16	12:57:21	34	34	2	1,5
	2017-09-16	12:57:29	42	29	2	7,2
	2017-09-16	12:57:32	40	30	2	1,4
	2017-09-16	12:57:33	34	31	2	0,7
	2017-09-16	12:57:34	34	34	2	0,9
	2017-09-16	12:57:36	34	32	2	1,1
	2017-09-16	12:58:08	18	23	1	25,5
	2017-09-16	12:58:10	45	26	2	0,8
	2017-09-16	12:58:13	47	29	2	2,8
	2017-09-16	12:59:09	72	29	3	25,5
	2017-09-16	12:59:10	34	36	2	0,6
	2017-09-16	12:59:48	45	36	2	25,5
	2017-09-16	12:59:52	43	40	2	2,8
	2017-09-16	13:00:22	29	33	2	25,5
	2017-09-16	13:00:34	16	24	1	10,6
	2017-09-16	13:00:35	35	27	2	0,9
	2017-09-16	13:00:48	13	30	1	12,5
	2017-09-16	13:00:49	35	33	2	0,5
	2017-09-16	13:01:07	38	32	2	17,4
	2017-09-16	13:01:09	42	29	2	1,8
	2017-09-16	13:01:14	47	33	2	3,8
	2017-09-16	13:01:26	42	30	2	11
	2017-09-16	13:01:42	47	39	2	15,4
	2017-09-16	13:01:44	37	35	2	2
	2017-09-16	13:01:46	36	36	2	0,9
	2017-09-16	13:01:49	30	43	2	2,8
	2017-09-16	13:01:57	39	40	2	7,8
	2017-09-16	13:02:01	42	30	2	2,9
	2017-09-16	13:02:08	26	39	2	7,2
	2017-09-16	13:02:09	16	40	1	0,1
	2017-09-16	13:02:11	40	44	2	1,6
	2017-09-16	13:02:20	39	38	2	8,7
	2017-09-16	13:03:03	42	42	2	25,5
	2017-09-16	13:03:17	31	35	2	13,8
	2017-09-16	13:03:20	24	38	2	2,5
	2017-09-16	13:03:20	16	38	1	0,2
	2017-09-16	13:03:27	30	39	2	6,8
	2017-09-16	13:03:29	34	39	2	1,2
	2017-09-16	13:03:45	34	36	2	15,3
	2017-09-16	13:04:47	38	37	2	25,5
	2017-09-16	13:04:48	45	34	2	0,7
	2017-09-16	13:04:51	38	38	2	2,6
	2017-09-16	13:05:21	49	36	2	25,5
	2017-09-16	13:05:58	37	34	2	25,5
	2017-09-16	13:06:13	39	43	2	15,3
	2017-09-16	13:06:21	41	40	2	6,7
	2017-09-16	13:06:40	41	35	2	18,5
	2017-09-16	13:06:42	38	42	2	1,7
	2017-09-16	13:06:49	40	41	2	6,3
	2017-09-16	13:06:52	37	41	2	2,6
	2017-09-16	13:07:04	38	35	2	11,6
	2017-09-16	13:07:05	45	38	2	0,6
	2017-09-16	13:07:07	55	40	2	1,7
	2017-09-16	13:07:10	41	36	2	1,8
	2017-09-16	13:07:12	38	37	2	1,4
	2017-09-16	13:07:23	36	34	2	11,2
	2017-09-16	13:07:27	40	36	2	3,1
	2017-09-16	13:09:02	45	34	2	25,5
	2017-09-16	13:09:03	41	39	2	1
	2017-09-16	13:09:23	38	35	2	19,4
	2017-09-16	13:09:26	41	30	2	3
	2017-09-16	13:09:31	35	33	2	4,3
	2017-09-16	13:09:49	55	31	2	17,3
	2017-09-16	13:09:53	36	38	2	3,4
	2017-09-16	13:09:56	38	36	2	1,7
	2017-09-16	13:09:58	41	36	2	1,6
	2017-09-16	13:10:00	34	30	2	1,8
	2017-09-16	13:10:02	35	33	2	1
	2017-09-16	13:10:19	39	37	2	16,4
	2017-09-16	13:10:26	18	5	1	5,7
	2017-09-16	13:10:38	41	43	2	10,8
	2017-09-16	13:10:51	24	40	2	12,9
	2017-09-16	13:10:51	24	42	2	0,2
	2017-09-16	13:11:00	42	42	2	8,6
	2017-09-16	13:11:26	41	37	2	24,9
	2017-09-16	13:11:42	38	36	2	15,4
	2017-09-16	13:11:45	50	34	2	1,7
	2017-09-16	13:11:58	36	37	2	13,1
	2017-09-16	13:12:03	40	40	2	4,5
	2017-09-16	13:12:10	41	42	2	6,3
	2017-09-16	13:12:24	41	34	2	13,4
	2017-09-16	13:12:26	38	35	2	0,7
	2017-09-16	13:12:31	44	50	2	4,9
	2017-09-16	13:12:35	42	43	2	3,8
	2017-09-16	13:13:05	48	39	2	25,5
	2017-09-16	13:13:10	41	36	2	4,1
	2017-09-16	13:13:17	39	32	2	6,8
	2017-09-16	13:13:27	44	40	2	9,6
	2017-09-16	13:13:45	48	34	2	17,4
	2017-09-16	13:13:46	29	38	2	1
	2017-09-16	13:13:50	38	48	2	3,3
	2017-09-16	13:14:40	34	36	2	25,5
	2017-09-16	13:14:57	45	35	2	15,7
	2017-09-16	13:15:01	35	39	2	3,4
	2017-09-16	13:15:04	42	37	2	2,4
	2017-09-16	13:15:08	37	38	2	3,3
	2017-09-16	13:15:20	22	42	2	12,2
	2017-09-16	13:15:22	36	39	2	1,3
	2017-09-16	13:15:23	34	42	2	0,7
	2017-09-16	13:15:32	39	42	2	8,2
	2017-09-16	13:15:49	36	35	2	16,7
	2017-09-16	13:15:51	26	40	2	1,3
	2017-09-16	13:16:06	38	40	2	14,6
	2017-09-16	13:16:17	36	40	2	10,6
	2017-09-16	13:16:55	27	23	2	25,5
	2017-09-16	13:16:56	37	25	2	1
	2017-09-16	13:16:58	34	27	2	1,2
	2017-09-16	13:17:09	44	35	2	10
	2017-09-16	13:17:28	35	38	2	18,7
	2017-09-16	13:17:30	37	42	2	1,4
	2017-09-16	13:17:52	37	36	2	21,9
	2017-09-16	13:17:54	39	35	2	0,7
	2017-09-16	13:17:56	32	37	2	2,3
	2017-09-16	13:17:57	12	34	1	0,2
	2017-09-16	13:18:04	41	40	2	6,6
	2017-09-16	13:18:09	43	40	2	4,8
	2017-09-16	13:18:19	42	37	2	9,5
	2017-09-16	13:19:26	38	32	2	25,5
	2017-09-16	13:19:28	40	32	2	1,3
	2017-09-16	13:19:29	31	34	2	0,7
	2017-09-16	13:19:31	35	34	2	1,1
	2017-09-16	13:19:33	37	33	2	1,9
	2017-09-16	13:19:58	43	41	2	24,3
	2017-09-16	13:20:02	29	46	2	4,1
	2017-09-16	13:20:10	40	39	2	6,9
	2017-09-16	13:20:19	31	41	2	9
	2017-09-16	13:20:47	39	33	2	25,5
	2017-09-16	13:20:51	40	41	2	3,1
	2017-09-16	13:20:53	42	43	2	1,7
	2017-09-16	13:20:56	35	38	2	2,4
	2017-09-16	13:21:03	39	33	2	5,5
	2017-09-16	13:21:08	40	40	2	5,3
	2017-09-16	13:21:12	38	39	2	3,4
	2017-09-16	13:21:14	35	40	2	0,7
	2017-09-16	13:21:15	30	38	2	0,9
	2017-09-16	13:21:31	35	34	2	15,4
	2017-09-16	13:21:32	38	39	2	0,8
	2017-09-16	13:21:42	36	37	2	8,6
	2017-09-16	13:21:44	36	44	2	1,9
	2017-09-16	13:22:41	40	42	2	25,5
	2017-09-16	13:23:03	40	33	2	21,3
	2017-09-16	13:23:06	37	38	2	3,1
	2017-09-16	13:23:08	37	35	2	1,4
	2017-09-16	13:23:11	38	42	2	1,8
	2017-09-16	13:23:14	39	42	2	2,6
	2017-09-16	13:23:23	36	39	2	8,4
	2017-09-16	13:23:41	39	39	2	18,3
	2017-09-16	13:23:56	40	37	2	13,4
	2017-09-16	13:24:06	48	38	2	10
	2017-09-16	13:24:18	39	44	2	11,8
	2017-09-16	13:24:23	18	33	1	4,8
	2017-09-16	13:25:11	40	38	2	25,5
	2017-09-16	13:25:19	41	36	2	7,8
	2017-09-16	13:25:46	36	49	2	25,5
	2017-09-16	13:26:06	34	34	2	19,2
	2017-09-16	13:26:23	28	44	2	16,8
	2017-09-16	13:26:55	33	31	2	25,5
	2017-09-16	13:26:57	25	34	2	1,5
	2017-09-16	13:27:33	57	27	2	25,5
	2017-09-16	13:27:34	24	33	2	0,6
	2017-09-16	13:27:37	40	37	2	1,9
	2017-09-16	13:27:39	40	34	2	1,6
	2017-09-16	13:27:59	45	43	2	19,5
	2017-09-16	13:28:01	33	40	2	1,7
	2017-09-16	13:28:13	43	41	2	11,9
	2017-09-16	13:28:25	49	33	2	10,6
	2017-09-16	13:28:41	27	43	2	15,8
	2017-09-16	13:28:53	45	54	2	12,1
	2017-09-16	13:28:59	35	37	2	5,5
	2017-09-16	13:29:10	41	28	2	9,5
	2017-09-16	13:29:19	42	32	2	8,2
	2017-09-16	13:29:41	40	36	2	21,8
	2017-09-16	13:29:42	36	39	2	0,9
	2017-09-16	13:29:44	33	39	2	1,2
	2017-09-16	13:29:46	32	36	2	1,6
	2017-09-16	13:29:59	39	34	2	12,2
	2017-09-16	13:30:19	47	39	2	19,4
	2017-09-16	13:30:40	36	34	2	19,9
	2017-09-16	13:30:49	37	53	2	9,5
	2017-09-16	13:31:07	42	39	2	16,9
	2017-09-16	13:31:09	34	45	2	1,9
	2017-09-16	13:31:23	48	36	2	12,9
	2017-09-16	13:31:24	47	41	2	1
	2017-09-16	13:31:26	38	40	2	1,2
	2017-09-16	13:31:28	42	39	2	1,4
	2017-09-16	13:31:48	38	44	2	19,8
	2017-09-16	13:32:06	39	49	2	17,9
	2017-09-16	13:32:27	47	39	2	19,7
	2017-09-16	13:32:31	61	39	3	3,3
	2017-09-16	13:32:46	57	31	2	14,2
	2017-09-16	13:33:01	39	38	2	15,4
	2017-09-16	13:33:06	36	42	2	3,8
	2017-09-16	13:33:12	49	39	2	5,8
	2017-09-16	13:33:37	34	34	2	24
	2017-09-16	13:33:37	35	37	2	0,4
	2017-09-16	13:33:45	29	41	2	7,1
	2017-09-16	13:34:17	37	37	2	25,5
	2017-09-16	13:34:23	39	40	2	5,4
	2017-09-16	13:34:27	52	37	2	4
	2017-09-16	13:34:30	42	38	2	2
	2017-09-16	13:34:47	40	48	2	16,7
	2017-09-16	13:34:53	43	39	2	5,4
	2017-09-16	13:35:05	39	37	2	11,1
	2017-09-16	13:35:08	38	39	2	2,6
	2017-09-16	13:35:10	36	43	2	1,2
	2017-09-16	13:35:33	47	41	2	22,9
	2017-09-16	13:35:42	43	32	2	8,4
	2017-09-16	13:36:07	43	39	2	24,5
	2017-09-16	13:36:35	44	32	2	25,5
	2017-09-16	13:36:38	41	34	2	1,9
	2017-09-16	13:37:07	42	38	2	25,5
	2017-09-16	13:37:15	48	36	2	8,2
	2017-09-16	13:37:29	37	39	2	13,3
	2017-09-16	13:37:41	36	39	2	11,2
	2017-09-16	13:37:46	40	36	2	4,8
	2017-09-16	13:37:48	41	35	2	1,5
	2017-09-16	13:37:52	41	33	2	2,5
	2017-09-16	13:38:13	39	45	2	20,6
	2017-09-16	13:38:19	38	42	2	5,8
	2017-09-16	13:38:41	46	37	2	21,2
	2017-09-16	13:39:11	64	31	3	25,5
	2017-09-16	13:39:22	36	40	2	10
	2017-09-16	13:39:31	36	37	2	8,4
	2017-09-16	13:39:33	41	36	2	1,7
	2017-09-16	13:39:36	42	41	2	2,6
	2017-09-16	13:39:40	38	43	2	3,5
	2017-09-16	13:39:56	47	39	2	15
	2017-09-16	13:39:59	33	37	2	2,9
	2017-09-16	13:40:02	51	38	2	1,8
	2017-09-16	13:40:08	45	35	2	5,5
	2017-09-16	13:40:09	43	33	2	0,7
	2017-09-16	13:40:23	51	38	2	12,6
	2017-09-16	13:40:42	47	43	2	18,6
	2017-09-16	13:41:01	43	42	2	19,2
	2017-09-16	13:41:04	42	42	2	2
	2017-09-16	13:41:57	44	38	2	25,5
	2017-09-16	13:42:26	41	40	2	25,5
	2017-09-16	13:42:29	26	49	2	2,8
	2017-09-16	13:42:40	38	34	2	10,2
	2017-09-16	13:42:44	35	37	2	3,5
	2017-09-16	13:43:02	39	40	2	16,7
	2017-09-16	13:43:02	20	42	1	0,5
	2017-09-16	13:43:22	45	43	2	18,8
	2017-09-16	13:43:23	25	42	2	1
	2017-09-16	13:43:25	45	40	2	1,9
	2017-09-16	13:43:27	49	43	2	1,2
	2017-09-16	13:43:36	41	48	2	8,2
	2017-09-16	13:43:48	37	40	2	11,4
	2017-09-16	13:44:12	38	35	2	23,4
	2017-09-16	13:44:39	46	37	2	25,5
	2017-09-16	13:44:44	45	34	2	4,6
	2017-09-16	13:44:58	43	31	2	12,5
	2017-09-16	13:45:28	43	34	2	25,5
	2017-09-16	13:45:29	36	37	2	0,5
	2017-09-16	13:45:31	41	37	2	1,2
	2017-09-16	13:45:39	46	38	2	8,1
	2017-09-16	13:45:49	37	36	2	8,9
	2017-09-16	13:45:51	45	36	2	1,6
	2017-09-16	13:46:30	41	34	2	25,5
	2017-09-16	13:46:31	32	36	2	1,3
	2017-09-16	13:46:33	43	41	2	0,8
	2017-09-16	13:46:38	48	33	2	4,2
	2017-09-16	13:46:39	44	34	2	0,7
	2017-09-16	13:47:11	40	36	2	25,5
	2017-09-16	13:47:46	25	37	2	25,5
	2017-09-16	13:48:12	52	37	2	25
	2017-09-16	13:48:19	40	46	2	6,5
	2017-09-16	13:48:36	80	34	3	16,2
	2017-09-16	13:48:41	48	34	2	3,9
	2017-09-16	13:48:43	35	33	2	1,3
	2017-09-16	13:48:45	39	45	2	2,1
	2017-09-16	13:48:48	41	40	2	2,3
	2017-09-16	13:48:50	39	38	2	1
	2017-09-16	13:48:54	36	37	2	4
	2017-09-16	13:48:57	38	34	2	1,9
	2017-09-16	13:49:13	47	39	2	15,4
	2017-09-16	13:49:36	38	42	2	22,8
	2017-09-16	13:49:38	43	45	2	1,1
	2017-09-16	13:50:28	42	36	2	25,5
	2017-09-16	13:50:30	34	36	2	0,6
	2017-09-16	13:50:32	43	38	2	1,8
	2017-09-16	13:50:44	51	32	2	11,6
	2017-09-16	13:51:10	36	36	2	25
	2017-09-16	13:51:12	54	35	2	1,8
	2017-09-16	13:51:45	21	5	2	25,5
	2017-09-16	13:51:55	47	30	2	9,5
	2017-09-16	13:52:00	43	35	2	4,1
	2017-09-16	13:52:05	37	36	2	4,2
	2017-09-16	13:52:12	45	38	2	6,9
	2017-09-16	13:52:15	42	40	2	2,1
	2017-09-16	13:53:20	45	40	2	25,5
	2017-09-16	13:53:47	44	32	2	25,5
	2017-09-16	13:54:02	36	33	2	14,4
	2017-09-16	13:54:06	54	35	2	2,7
	2017-09-16	13:54:13	43	34	2	6,8
	2017-09-16	13:54:16	35	32	2	2,1
	2017-09-16	13:54:21	41	39	2	4,5
	2017-09-16	13:54:23	36	39	2	1,3
	2017-09-16	13:54:40	39	42	2	16,3
	2017-09-16	13:54:43	33	38	2	2,7
	2017-09-16	13:54:45	38	38	2	1,7
	2017-09-16	13:54:52	35	40	2	6,7
	2017-09-16	13:54:59	45	43	2	6,4
	2017-09-16	13:55:07	40	42	2	7
	2017-09-16	13:55:09	33	42	2	1,9
	2017-09-16	13:55:38	42	27	2	25,5
	2017-09-16	13:55:39	43	31	2	0,7
	2017-09-16	13:55:41	39	28	2	0,6
	2017-09-16	13:55:46	40	34	2	4,2
	2017-09-16	13:55:48	48	37	2	1,9
	2017-09-16	13:55:54	33	38	2	5
	2017-09-16	13:56:04	42	37	2	10,3
	2017-09-16	13:56:06	60	42	2	1,2
	2017-09-16	13:56:08	30	41	2	1,4
	2017-09-16	13:56:10	45	36	2	1,7
	2017-09-16	13:56:37	49	39	2	25,5
