VDD18
0;F792B0F4DAF32564AED1177867D012CF;18.05.2018;11:21:44;76;VDD18;-;Spur5;35;-;-;-;-;-;
1;94EAA5740CFB0726586096F13C202C6D;18.05.2018;11:21:48;92;VDD18;-;Spur5;35;-;-;-;-;-;
2;645295039F47CD8B615DAB6A1FF0D567;18.05.2018;11:21:50;96;VDD18;-;Spur5;35;-;-;-;-;-;
3;FFAED0EFE403FB733F11EC7DBE7EB46D;18.05.2018;11:22:07;95;VDD18;-;Spur5;35;-;-;-;-;-;
4;BDDB611FDA5813508C6E44BECDA8850A;18.05.2018;11:22:12;96;VDD18;-;Spur5;35;-;-;-;-;-;
5;1C5C2219535611A9A9A4BD89E98237D9;18.05.2018;11:22:18;94;VDD18;-;Spur5;35;-;-;-;-;-;
6;52EFF008CAC8C2F0F9E74A7E1ADC46D5;18.05.2018;11:22:23;93;VDD18;-;Spur5;35;-;-;-;-;-;
7;037721128BB92139EBD976F6A9D2E2CC;18.05.2018;11:22:25;96;VDD18;-;Spur5;35;-;-;-;-;-;
8;467875FE57EACAB4B00C9DDB7BC995E5;18.05.2018;11:22:27;96;VDD18;-;Spur5;35;-;-;-;-;-;
9;4265EFA3B0F6F359095D0D98F6646C00;18.05.2018;11:22:38;95;VDD18;-;Spur5;35;-;-;-;-;-;
10;0FB40E5D36489B77DCB8AFBD622C8C35;18.05.2018;11:22:47;94;VDD18;-;Spur5;35;-;-;-;-;-;
11;DC8D8C9F45212A9BE61524CD76A2B39E;18.05.2018;11:22:49;95;VDD18;-;Spur5;35;-;-;-;-;-;
12;DE2A5E014283C34A8E7EF3855BE0E08B;18.05.2018;11:22:56;77;VDD18;-;Spur5;35;-;-;-;-;-;
13;CDAAFCE4C569D5686C0250C959C3C664;18.05.2018;11:22:57;85;VDD18;-;Spur5;35;-;-;-;-;-;
14;744114EA39E88A63F638A318FB991E30;18.05.2018;11:23:03;93;VDD18;-;Spur5;35;-;-;-;-;-;
15;5D54292E733639B9FBD1661103F28DBC;18.05.2018;11:23:08;93;VDD18;-;Spur5;35;-;-;-;-;-;
16;CA098D5FF73485BACFF21603B6C68C9B;18.05.2018;11:23:10;95;VDD18;-;Spur5;35;-;-;-;-;-;
17;5DEF9851842EBD80BE77F85E659E63BB;18.05.2018;11:23:14;95;VDD18;-;Spur5;35;-;-;-;-;-;
18;37AA0E9CFDBEAAEC1A27201350E7EDE6;18.05.2018;11:23:16;93;VDD18;-;Spur5;35;-;-;-;-;-;
19;E06E8BAD95B2D4990702BF56E4A50A21;18.05.2018;11:23:17;86;VDD18;-;Spur5;35;-;-;-;-;-;
20;A8AB84D45E664909770FA929C4D4152B;18.05.2018;11:23:23;88;VDD18;-;Spur5;35;-;-;-;-;-;
21;44347BB6B35AD8C3BB2DDF39F95A3BE6;18.05.2018;11:23:26;92;VDD18;-;Spur5;35;-;-;-;-;-;
22;A517BF70A1813C59A67FB3D2AEB3F830;18.05.2018;11:23:27;94;VDD18;-;Spur5;35;-;-;-;-;-;
23;C9A12E70E447A50B4EB9895055392812;18.05.2018;11:23:30;96;VDD18;-;Spur5;35;-;-;-;-;-;
24;E26B2881355B9FEFD7C4002553EBF9C7;18.05.2018;11:23:34;97;VDD18;-;Spur5;35;-;-;-;-;-;
25;AB8772E0F2C56BA6929D15EFC709557F;18.05.2018;11:23:35;94;VDD18;-;Spur5;35;-;-;-;-;-;
26;8A3E8C02187B49C6E08FFADA03CD98B3;18.05.2018;11:23:37;96;VDD18;-;Spur5;35;-;-;-;-;-;
27;A99A023EF69C8C2721EC7D410315631E;18.05.2018;11:23:41;95;VDD18;-;Spur5;35;-;-;-;-;-;
28;1A83FF67B42D5504FDC873BEE8F2CB9C;18.05.2018;11:23:43;95;VDD18;-;Spur5;35;-;-;-;-;-;
29;27906E0B755750D0C5965D6BEC0A7863;18.05.2018;11:23:45;94;VDD18;-;Spur5;35;-;-;-;-;-;
30;9239AE071C4584A408EC2678096E429E;18.05.2018;11:23:46;95;VDD18;-;Spur5;35;-;-;-;-;-;
31;ACA61A576054F1DAAB5DFBFD74C6073F;18.05.2018;11:23:48;97;VDD18;-;Spur5;35;-;-;-;-;-;
32;9DD7BAF026A4BC42334AA78AC8A302F8;18.05.2018;11:23:50;97;VDD18;-;Spur5;35;-;-;-;-;-;
33;1EB5184FE2732F2AB98587AF8C7D4B21;18.05.2018;11:23:51;98;VDD18;-;Spur5;35;-;-;-;-;-;
34;F538F89E92A0DC5CF783A8E4453057BF;18.05.2018;11:23:54;97;VDD18;-;Spur5;35;-;-;-;-;-;
35;FBF19998F05643A6E1E230E8EDE762DE;18.05.2018;11:23:55;95;VDD18;-;Spur5;35;-;-;-;-;-;
36;C041281130EC935728B45FB519175EF0;18.05.2018;11:23:57;97;VDD18;-;Spur5;35;-;-;-;-;-;
37;9103DA493BD109033A8A706F11C80C9F;18.05.2018;11:23:58;94;VDD18;-;Spur5;35;-;-;-;-;-;
38;E94F3C0C813AA1E04CA29BB33FDF7BF7;18.05.2018;11:23:59;96;VDD18;-;Spur5;35;-;-;-;-;-;
39;EADB34B047AC3098BA15A494030CA7C9;18.05.2018;11:24:04;92;VDD18;-;Spur5;35;-;-;-;-;-;
40;D7987D385EFF1744475DAA6822EDEEA1;18.05.2018;11:24:05;96;VDD18;-;Spur5;35;-;-;-;-;-;
41;E488D750614A8A3799491E7E8FA989CC;18.05.2018;11:24:07;95;VDD18;-;Spur5;35;-;-;-;-;-;
42;2A2221DE395430E936495866262B71C8;18.05.2018;11:24:09;97;VDD18;-;Spur5;35;-;-;-;-;-;
43;0A836B97C87DFA57120923D5F0FDEED6;18.05.2018;11:24:10;95;VDD18;-;Spur5;35;-;-;-;-;-;
44;BFE4684FC8E2420E9F7E3538F553969F;18.05.2018;11:24:15;95;VDD18;-;Spur5;35;-;-;-;-;-;
45;62BBCDA64A0FB3621806B436C2F8A87E;18.05.2018;11:24:17;99;VDD18;-;Spur5;35;-;-;-;-;-;
46;FC1538F34857588D90D0B556BC6DFB9D;18.05.2018;11:24:18;97;VDD18;-;Spur5;35;-;-;-;-;-;
47;F6C290AB838479F8F5CD06E083E945B4;18.05.2018;11:24:21;98;VDD18;-;Spur5;35;-;-;-;-;-;
48;EFF3DA4A7B1EF4ACFCFB5B45075989FF;18.05.2018;11:24:24;98;VDD18;-;Spur5;35;-;-;-;-;-;
49;83A05CC106B890051D64CC63FBCCB160;18.05.2018;11:24:27;97;VDD18;-;Spur5;35;-;-;-;-;-;
50;C189BFDB9C81CAE5DCDEF8B589816954;18.05.2018;11:24:30;99;VDD18;-;Spur5;35;-;-;-;-;-;
51;6C8CA8E9D4FDDA9C4654A2B7E14C9D8A;18.05.2018;11:24:33;93;VDD18;-;Spur5;35;-;-;-;-;-;
52;8AE49BB5B8797350DB4F3EEB8027AD0E;18.05.2018;11:24:37;95;VDD18;-;Spur5;35;-;-;-;-;-;
